time,tx,ty,qlat,qsens,lw,sw,precip,,,
220.5,0,0,23.71083683,18.70120357,71.58861868,-38.88489996,-1.54E+00,,,
220.75,0,0,44.99343138,41.23163426,52.53929877,-161.7280813,8.12E+04,,,
221,0,0,61.79485353,46.82117713,70.96261403,-33.82942895,5.86E+05,,,
221.25,0,0,60.52292935,53.59169384,76.97662611,-2.80E-05,8.83E+05,,,
221.5,0,0,107.7123691,81.14227264,74.94144985,-63.46754331,7.77E+05,,,
221.75,0,0,134.5789961,127.9317707,92.20308912,-325.212399,4.87E+05,,,
222,0,0,129.5727803,122.7527366,86.5665298,-46.42814806,9.93E+05,,,
222.25,0,0,138.0212463,136.7748318,92.52164547,-2.80E-05,9.35E+05,,,
222.5,0,0,179.0920247,130.3216619,84.22847201,-63.71271406,3.91E+05,,,
222.75,0,0,177.9215263,148.910134,105.4934373,-368.1964939,1.52E+05,,,
223,0,0,161.8750362,117.6637887,115.6153261,-61.88693234,4.11E+04,,,
223.25,0,0,111.5612622,83.92645278,109.0127043,-2.80E-05,3.03E+04,,,
223.5,0,0,48.1657372,28.35214758,60.04557817,-75.6125986,1.66E+05,,,
223.75,0,0,33.51812892,17.75756879,47.51159067,-197.7272369,1.75E+06,,,
224,0,0,22.25691418,5.862714522,43.71256223,-41.4484427,1.73E+05,,,
224.25,0,0,30.73102086,15.19119873,56.65965607,-2.80E-05,2.70E+05,,,
224.5,0,0,75.70795038,35.8743307,74.15313925,-88.88442335,-1.54E+00,,,
224.75,0,0,129.6686548,89.61254263,110.7962658,-448.8293293,-1.54E+00,,,
225,0,0,165.0703726,134.4633532,121.4431951,-72.24216679,-1.54E+00,,,
225.25,0,0,202.2429944,218.234617,122.6136334,-2.80E-05,2.06E+05,,,
225.5,0,0,225.1060217,233.7611386,124.5485393,-101.9986593,7.65E+04,,,
225.75,0,0,196.0632905,180.3675052,134.5025689,-455.9173652,-1.54E+00,,,
226,0,0,149.9390119,110.1097066,85.17556552,-59.19149993,-1.54E+00,,,
226.25,0,0,83.55825039,64.68738277,71.11746236,-2.80E-05,1.26E+04,,,
226.5,0,0,46.80825237,35.04337284,73.79243866,-87.08460135,-1.54E+00,,,
226.75,0,0,37.68980391,28.46367825,53.36648255,-238.6786285,3.48E+03,,,
227,0,0,29.68894546,20.08457387,47.73892314,-43.520373,5.81E+04,,,
227.25,0,0,24.3819286,18.25183151,50.51657981,-2.80E-05,1.87E+05,,,
227.5,0,0,29.89825791,15.24380317,75.52644963,-88.18471716,-1.54E+00,,,
227.75,0,0,32.6298008,23.51805168,55.12550733,-327.2933609,4.42E+04,,,
228,0,0,17.83557653,16.14410059,42.45406449,-49.89540162,6.15E+05,,,
228.25,0,0,30.00303571,31.15958934,59.09247149,-2.80E-05,1.25E+06,,,
228.5,0,0,31.82645307,22.48914346,81.45628164,-89.45788848,7.82E+05,,,
228.75,0,0,50.40494101,22.04845381,91.13437622,-404.3763608,2.74E+04,,,
229,0,0,68.21905151,22.24451997,94.99636736,-75.27715853,-1.54E+00,,,
229.25,0,0,70.04355504,38.7362209,68.58645504,-2.80E-05,5.84E+04,,,
229.5,0,0,41.09446635,22.0202858,41.8748237,-49.76150974,4.35E+04,,,
229.75,0,0,11.57619682,-4.325778362,28.77811006,-204.3034129,1.04E+06,,,
230,0,0,14.01001145,-20.75081954,10.1056893,-31.86645266,3.79E+05,,,
230.25,0,0,23.00649873,-1.755782214,44.6667,-2.80E-05,-1.54E+00,,,
230.5,0,0,10.25413822,-2.31684286,45.29294214,-85.48897745,3.63E+04,,,
230.75,0,0,6.254338318,-5.819855596,39.09864562,-271.3266424,6.56E+04,,,
231,0,0,35.22155155,14.08265344,62.25778943,-69.82140754,-1.54E+00,,,
231.25,0,0,40.99998946,22.39582689,67.36157898,-2.80E-05,-1.54E+00,,,
231.5,0,0,27.54235717,12.63761802,49.48583863,-87.83515889,2.32E+03,,,
231.75,0,0,11.64440747,7.450711649,46.901609,-315.2861201,2.05E+05,,,
232,0,0,-1.75170062,-4.52309668,15.34265365,-39.15310573,2.31E+06,,,
232.25,0,0,-14.64071766,-22.52727422,4.98741921,-2.80E-05,2.75E+06,,,
232.5,0,0,-31.00861837,-41.3071012,2.2589509,-46.04008553,5.36E+06,,,
232.75,0,0,-14.82407192,-20.83353115,7.601520319,-183.8353431,3.24E+06,,,
233,0,0,-10.75854034,-12.1427372,4.54164604,-35.28253906,2.91E+06,,,
