z,t,s,d
1185.266032,3.492208325,34.90135042,27.759357285337956
1190.190499,3.500135216,34.90305044,27.75993059278244
1195.114849,3.516135503,34.90612389,27.760799905854128
1200.039084,3.49986876,34.9050722,27.76156835970096
1204.963203,3.445912781,34.8988526,27.761916178711772
1209.887206,3.498955282,34.90546816,27.7619740962366
1214.811093,3.517156577,34.90783766,27.762064850573097
1219.734864,3.51139907,34.90735182,27.762246774541154
1224.658519,3.457288659,34.90068798,27.76226372610131
1229.582059,3.462183999,34.90170937,27.762597370665844
1234.505482,3.501904496,34.90671634,27.76267794533237
1239.42879,3.487620429,34.90559873,27.763195703959354
1244.351982,3.438155563,34.89980743,27.763437218749914
1249.275058,3.428140189,34.89882967,27.763637625992487
1254.198018,3.47247824,34.90472204,27.76398732562984
1259.120863,3.483164388,34.90610056,27.764034624131455
1264.043592,3.392034974,34.89531647,27.76435873045625
1268.966205,3.430418342,34.90005578,27.764392363228126
1273.888702,3.436250388,34.90079994,27.764414993107494
1278.811084,3.373369198,34.89364297,27.76483885250991
1283.73335,3.375614156,34.89468312,27.765450269823077
1288.6555,3.385341829,34.8974215,27.76668841116566
1293.577535,3.412247524,34.90102862,27.76694330954706
1298.499454,3.403081075,34.90001232,27.767027037448543
1303.421258,3.40204984,34.90024121,27.7673100555171
1308.342946,3.441195707,34.90746611,27.769245242474653
1313.264518,3.391902567,34.9020847,27.769768370543034
1318.185975,3.434451375,34.90793505,27.77027952320509
1323.107316,3.422066532,34.9068582,27.770632288298657
1328.028542,3.323554475,34.89497036,27.770719185421058
1332.949652,3.282046879,34.89000118,27.770749976100205
1337.870646,3.277253885,34.88965284,27.770931947809004
1342.791526,3.297319003,34.89207979,27.770940857963524
1347.712289,3.311181829,34.89388085,27.77104311524863
1352.632938,3.312881889,34.89415624,27.77109896671368
1357.553471,3.245716512,34.88618763,27.77118612307072
1362.473888,3.287370537,34.89122502,27.771215100634436
1367.39419,3.26560033,34.88864079,27.771241467905156
1372.314377,3.257248522,34.88788288,27.771436222576085
1377.234449,3.396163628,34.90471168,27.771448095565347
1382.154405,3.379704208,34.90278712,27.77151503993423
1387.074245,3.400832842,34.90545057,27.771582301691296
1391.993971,3.374454865,34.90248952,27.77178779424503
1396.913581,3.253247676,34.88784677,27.77179003383958
1401.833076,3.396750267,34.9052202,27.771796421673344
1406.752455,3.257789199,34.88849825,27.771875404346247
1411.67172,3.352725362,34.90009106,27.771982879890857
1416.590869,3.438232631,34.91055736,27.771999926671242
1421.509903,3.428221913,34.90954671,27.772173963252953
1426.428822,3.244555895,34.8874277,27.772286265035973
1431.347625,3.224867275,34.88520393,27.772389995995127
1436.266314,3.216644929,34.88428073,27.772436214676873
1441.184887,3.251720616,34.88854923,27.772496412274677
1446.103345,3.20961687,34.88360504,27.772565520112494
1451.021688,3.218804915,34.88475911,27.772612336236534
1455.939916,3.236101305,34.88688938,27.772663784567612
1460.858029,3.19892187,34.88268299,27.772845802787515
1465.776027,3.192453991,34.88219701,27.773071757279695
1470.69391,3.18710263,34.88179549,27.773258757427584
1475.611678,3.189275915,34.88239469,27.77353086226617
1480.529331,3.185150046,34.88229942,27.773845907218856
1485.446869,3.180008904,34.88203182,27.77411937628881
1490.364291,3.183834286,34.88261538,27.774222693866477
1495.281599,3.183667061,34.88277795,27.77436825895279
1500.198792,3.17798739,34.88230506,27.774528811319442
1505.11587,3.178811208,34.88288066,27.774910121285757
1510.032834,3.174191747,34.88244255,27.77499776927266
1514.949682,3.178894735,34.883326,27.775257575597607
1519.866415,3.171702066,34.88298883,27.77566923375366
1524.783034,3.170443092,34.8830069,27.775802735721072
1529.699537,3.17309236,34.8835446,27.775981198031786
1534.615926,3.176053054,34.88437764,27.77636576138002
1539.532201,3.175639937,34.88501027,27.776909681251027
1544.44836,3.182542627,34.88645142,27.777406021700244
1549.364404,3.185675888,34.88763582,27.77805420436198
1554.280334,3.186847718,34.88795984,27.778201678170035
1559.196149,3.160724201,34.88505046,27.77835214105221
1564.11185,3.183954378,34.88783425,27.778375686298887
1569.027435,3.159918004,34.88506511,27.778439985693467
1573.942906,3.181178607,34.88774218,27.778565200329922
1578.858262,3.182196708,34.88799188,27.77866800309357
1583.773504,3.174591498,34.88718174,27.778741678962433
1588.688631,3.167127496,34.88636172,27.77879337431068
1593.603644,3.165350326,34.88620673,27.778837700909435
1598.518541,3.168874218,34.887383,27.77944317563606
1603.433325,3.167630185,34.88735418,27.779537818988047
1608.347993,3.164808382,34.88750326,27.779923556598987
1613.262547,3.166675988,34.8877319,27.77992945760593
1618.176987,3.17338183,34.88948549,27.780694491309532
1623.091312,3.174625356,34.88998338,27.78097410495434
1628.005522,3.178653962,34.89076628,27.781217420405937
1632.919618,3.183800123,34.89229138,27.781946854990338
1637.8336,3.186997071,34.89369676,27.782765225646926
1642.747467,3.18788845,34.89411446,27.78301400459236
1647.66122,3.188295093,34.89470279,27.783444892894977
1652.574858,3.187148376,34.8958462,27.78446600079701
1657.488382,3.186328721,34.89613771,27.784776324741188
1662.401792,3.185796982,34.89625617,27.78492126223273
1667.315087,3.186819185,34.89669633,27.785175566850057
1672.228267,3.184959622,34.89677756,27.78541668465573
1677.141334,3.179906067,34.89637009,27.785570442085827
1682.054286,3.178252334,34.89667771,27.785972558324147
1686.967124,3.177445995,34.89697299,27.786284549192942
1691.879847,3.177137366,34.89742407,27.78667372431846
1696.792457,3.17925937,34.89796695,27.78690593577653
1701.704952,3.17940182,34.89890448,27.787640554095105
1706.617333,3.179995051,34.89965737,27.78818512875887
1711.529599,3.183539499,34.90083397,27.788788106322727
1716.441751,3.183099506,34.90103852,27.78899303323965
1721.35379,3.1784903,34.90145064,27.789758646013524
1726.265714,3.181511669,34.90200182,27.78991219300474
1731.177524,3.176291273,34.90158078,27.79007077820006
1736.089219,3.170639878,34.90110398,27.790225308121308
1741.000801,3.165684763,34.90081867,27.7904663949912
1745.912268,3.163993204,34.90091641,27.790704346652092
1750.823622,3.167578617,34.9013777,27.790733372880368
1755.734861,3.165942836,34.90133917,27.79085734738237
1760.645987,3.162670635,34.9015413,27.791328053245934
1765.556998,3.176849627,34.904895,27.79266254592767
1770.467895,3.175746622,34.90542407,27.79318919847924
1775.378678,3.176059649,34.90616128,27.793747825387754
1780.289348,3.177287522,34.90649199,27.7938954165204
